Node,X-Coord,Y-Coord
1084,156660.598,8264607.647
1085,156729.698,8264557.567
1086,156814.086,8264422.169
PM.VRP.BRZ.002,156813.988,8264464.677
1088,156814.227,8264332.677
1089,156814.258,8264389.138
1090,156814.276,8264310.425
1091,156812.251,8264310.715
1092,156814.287,8264308.927
1093,156700.018,8264073.816
1094,156706.338,8264646.147
1095,156782.478,8264639.957
1096,156709.438,8264676.957
1097,156711.288,8264689.697
1099,156785.838,8264682.237
1100,156754.338,8264685.707
1101,156714.208,8264723.767
1102,156767.478,8264808.147
1103,156632.238,8264774.457
1104,156717.898,8264766.767
1105,156594.087,8264824.327
1106,156681.968,8264816.227
1107,156555.867,8264827.737
1108,156559.277,8264870.357
1109,156563.667,8264913.337
1110,156685.768,8264858.737
1111,156689.328,8264901.907
1112,156732.498,8264898.187
1113,156601.627,8264909.897
1114,156574.237,8265024.247
1115,156611.607,8265019.977
1116,156608.037,8264983.007
1117,156658.967,8265065.047
1118,156586.372,8265159.751
1119,156574.857,8265028.137
1120,156662.447,8265106.767
1121,156623.677,8265156.767
1122,156715.837,8265148.537
1123,156586.407,8265160.157
1124,156590.547,8265203.097
1125,156627.697,8265199.437
1126,156631.277,8265243.177
1127,156719.387,8265191.177
1128,156818.418,8264803.577
1129,156721.958,8264812.837
1130,156771.438,8264851.067
1131,156775.498,8264894.137
1132,156738.818,8264966.947
1133,156781.708,8264963.157
1134,156741.974,8265012.709
1135,156738.568,8264972.127
1136,156746.628,8265056.107
1137,156750.087,8265098.697
1138,156797.908,8265141.237
1139,156781.938,8264968.477
1140,156840.748,8265137.367
1141,156754.317,8265145.157
1142,156756.537,8265187.857
1143,156717.077,8265235.157
1144,156674.257,8265238.867
1145,156759.917,8265231.227
1146,156841.118,8265180.147
1147,156873.598,8265133.797
1148,156971.718,8265079.627
1149,156953.688,8264981.267
1150,156910.018,8264986.217
1151,156930.198,8265087.807
1152,156873.558,8265156.407
1153,156875.590,8265188.864
1154,156904.154,8265183.881
1155,156948.968,8265261.257
1156,156898.298,8265248.497
1157,156947.128,8265175.257
1158,156938.458,8265130.987
1159,156960.848,8264980.307
1160,157058.778,8265106.667
1161,157014.028,8265249.517
1162,156998.178,8265165.457
1163,157005.858,8265207.417
1164,157042.398,8265243.597
1165,156873.748,8265073.137
1166,156876.625,8265156.404
1167,156838.028,8264792.347
1168,156885.568,8264859.367
1169,156837.608,8264863.867
1170,156895.888,8264653.727
1171,156896.418,8264696.227
1172,156977.248,8264688.567
1173,156926.528,8264649.937
1174,156969.058,8264644.967
1175,156911.888,8264577.537
1176,156876.888,8264539.857
1177,156876.608,8264583.797
1178,156953.288,8264569.957
1179,156945.518,8264526.477
1180,156876.398,8264453.867
1181,156971.832,8264434.920
1182,156960.428,8264603.627
1183,156936.988,8264484.697
1184,156959.108,8264480.477
1185,157051.778,8264844.217
1186,156893.608,8264901.107
1187,157016.758,8264889.737
1188,156908.888,8264981.547
1189,156837.946,8264805.007
1190,156896.657,8264735.237
1191,156837.996,8264745.207
1192,157024.918,8264932.287
1193,157032.098,8264968.457
1194,157060.998,8264885.497
1195,157040.928,8265014.617
1196,157084.788,8265005.487
1197,157042.218,8265021.327
1198,157050.428,8265063.747
1199,157086.438,8265011.077
1200,157095.381,8265008.860
1201,157111.788,8265142.917
1202,157068.568,8265151.637
1203,157077.768,8265193.927
1204,157086.038,8265234.707
1205,157093.928,8265275.107
1206,157137.628,8265266.307
1207,157121.398,8265185.457
1208,156731.437,8265391.447
1209,156689.077,8265395.757
1210,156774.837,8265386.937
1211,156741.717,8265433.887
1212,156779.007,8265430.217
1213,156650.337,8265442.257
1214,156646.247,8265400.207
1215,156933.377,8265416.067
1216,157031.888,8265407.598
1217,157100.258,8265309.187
1218,157057.428,8265317.187
1219,157066.408,8265361.847
1220,157110.198,8265358.538
1221,157071.918,8265403.578
1222,157154.488,8265348.868
1223,157118.048,8265398.708
1224,156857.057,8265857.698
1225,156814.867,8265861.538
1226,156776.687,8265865.338
1227,156711.287,8265870.998
1228,156689.645,8265872.741
1229,156753.267,8265867.708
1230,156723.360,8265869.988
1231,156871.497,8265460.267
1232,156871.536,8265455.328
1233,157034.804,8265439.527
1234,157168.186,8265431.658
1235,156738.374,8265577.695
1236,156765.059,8265575.871
1237,156685.847,8265583.140
1238,156696.700,8265582.133
1239,156645.090,8265590.951
1240,157111.507,8265830.708
1241,157081.417,8265833.898
1242,157099.032,8265699.073
1243,157111.603,8265697.888
1244,157075.282,8265701.088
1245,157070.577,8265701.795
1246,157029.133,8265705.569
1247,157029.091,8265705.575
1248,157018.804,8265706.220
1249,156966.111,8265710.859
1250,156984.713,8265708.941
1251,157190.619,8265790.844
1252,157189.111,8265771.694
1253,157187.346,8265754.186
1254,157185.413,8265731.521
1255,157183.173,8265708.691
1256,157181.390,8265688.056
1257,157179.392,8265663.823
1258,157177.474,8265642.726
1259,157173.365,8265599.021
1260,157171.057,8265570.891
1261,157169.314,8265554.559
1262,157348.658,8265936.478
1263,157391.228,8265932.618
1264,157234.528,8265815.738
1265,157141.884,8265542.246
1266,157098.779,8265559.692
1267,157100.085,8265576.859
1268,157102.823,8265602.571
1269,157105.691,8265632.789
1270,157107.281,8265655.157
1271,157109.162,8265675.551
1272,157057.524,8265563.296
1273,157058.779,8265576.196
1274,157063.775,8265635.256
1275,157065.912,8265658.448
1276,157068.400,8265685.496
1277,157004.162,8265567.957
1278,157008.344,8265600.700
1279,157010.366,8265621.193
1280,157012.966,8265651.286
1281,157014.604,8265671.522
1282,157017.170,8265693.417
1283,156953.828,8265572.478
1284,156955.547,8265595.648
1285,156958.296,8265625.703
1286,156960.200,8265648.326
1287,156963.047,8265677.680
1288,156965.043,8265697.313
1289,156902.870,8265549.877
1290,156902.566,8265543.684
1291,156900.593,8265519.361
1292,156897.278,8265491.333
1293,156897.316,8265489.652
1294,156906.580,8265556.428
1295,156792.144,8265600.266
1296,156793.480,8265616.584
1297,156795.537,8265640.311
1298,156798.435,8265669.711
1299,156800.486,8265690.354
1300,156802.635,8265714.403
1301,156803.771,8265725.530
1302,156738.594,8265580.677
1303,156740.150,8265601.772
1304,156742.162,8265624.668
1305,156743.814,8265644.069
1306,156745.327,8265664.351
1307,156747.151,8265685.118
1308,156749.579,8265710.509
1309,156751.517,8265730.162
1310,156686.045,8265585.727
1311,156688.037,8265611.738
1312,156691.198,8265644.234
1313,156694.137,8265673.960
1314,156697.632,8265711.219
1315,156699.743,8265734.893
1316,157425.838,8265717.368
1317,157427.565,8265653.735
1318,157378.632,8265658.531
1319,157317.093,8265679.053
1320,157334.481,8265677.517
1321,157276.516,8265682.997
1322,157227.819,8265687.370
1323,157235.024,8265687.432
1324,157274.794,8265451.159
1325,157272.896,8265451.533
1326,157282.610,8265532.235
1327,157276.911,8265472.283
1328,157189.404,8265540.298
1329,157168.149,8265541.936
1330,157355.227,8265525.157
1331,157388.578,8265522.131
1332,157330.045,8265525.467
1333,157303.749,8265530.074
1334,157429.799,8265803.602
1335,157442.553,8265802.320
1336,157490.318,8265797.718
1337,157405.179,8265520.353
1338,157355.250,8265526.682
1339,157357.626,8265551.079
1340,157359.330,8265570.016
1341,157361.840,8265595.831
1342,157363.830,8265615.625
1343,157365.597,8265636.988
1344,157367.409,8265659.838
1345,157355.233,8265525.855
1346,157303.919,8265532.046
1347,157304.507,8265538.845
1348,157307.083,8265565.928
1349,157309.019,8265588.295
1350,157310.857,8265610.378
1351,157312.656,8265630.688
1352,157314.855,8265653.973
1353,157209.573,8265540.940
1354,157221.723,8265687.679
1355,157222.238,8265675.795
1356,157220.067,8265655.411
1357,157218.515,8265637.578
1358,157215.935,8265608.854
1359,157213.125,8265581.942
1360,157211.179,8265560.643
1361,157559.328,8265654.598
1362,157542.598,8265792.658
1363,157508.448,8265659.188
1364,156756.779,8266200.542
1365,156809.492,8266195.037
1366,156754.402,8266176.350
1367,156745.411,8266073.196
1368,156764.562,8266279.777
1369,156761.842,8266259.947
1370,156713.915,8266204.854
1371,156816.239,8266275.472
1372,156869.543,8266269.496
1373,156804.810,8266276.880
1374,156721.818,8266284.463
1375,156862.774,8266191.571
1376,156860.760,8266156.076
1377,156851.338,8266052.203
1378,156873.972,8266319.300
1379,156725.582,8266332.355
1380,156752.967,8266330.061
1381,156712.890,8266194.526
1382,156705.274,8266108.157
1383,156700.747,8266056.816
1384,156699.363,8266038.102
1385,156718.688,8266257.645
1386,156725.582,8266335.355
1387,156716.613,8266336.097
1388,156671.317,8266391.733
1389,156668.902,8266366.170
1390,156653.351,8266194.169
1391,156643.912,8266089.745
1392,157571.320,8265786.028
1393,157665.566,8265494.402
1394,157665.749,8265497.522
1395,156904.896,8266049.656
1396,156912.352,8266129.389
1397,156924.594,8266260.270
1398,157112.992,8266001.866
1399,156993.494,8266012.896
1400,157437.155,8265973.213
1401,157085.361,8266263.275
1402,157084.912,8266250.672
1403,157085.046,8266243.275
1404,157087.498,8266232.666
1405,157035.284,8266238.143
1406,157091.503,8266358.139
1407,157028.512,8266165.960
1408,156973.189,8266169.350
1409,156990.707,8266169.050
1410,157016.646,8266033.992
1411,157165.341,8266021.166
1412,157166.593,8266030.884
1413,157176.707,8266144.434
1414,157175.428,8266124.665
1415,157192.199,8266348.415
1416,157190.293,8266322.062
1417,157180.513,8266198.394
1418,157167.289,8266351.365
1419,156989.972,8266366.638
1420,157015.819,8266365.352
1421,157067.278,8266360.557
1422,156975.480,8266193.345
1423,156961.059,8266040.420
1424,156975.564,8266037.487
1425,157070.593,8266030.546
1426,157112.221,8266026.432
1427,157421.476,8266206.344
1428,157428.444,8266281.386
1429,157426.495,8266257.930
1430,157422.646,8266219.882
1431,157310.031,8266291.775
1432,157343.833,8266288.717
1433,157476.722,8266320.454
1434,157314.330,8266334.527
1435,157390.184,8266208.961
1436,157176.017,8266029.698
1437,157392.505,8266001.567
1438,157394.909,8266019.799
1439,157339.667,8266005.708
1440,157342.529,8266027.007
1441,157358.296,8266200.872
1442,157305.524,8266216.850
1443,157287.938,8266025.666
1444,157287.134,8266010.532
1445,157262.722,8266220.965
1446,157254.463,8266221.758
1447,157259.184,8266202.979
1448,157255.947,8266141.929
1449,157250.081,8266076.980
1450,157246.281,8266034.940
1451,157244.482,8266014.682
1452,157207.732,8266211.168
1453,157224.876,8266209.625
1454,157236.934,8266207.998
1455,157246.484,8266206.225
1456,157252.612,8266205.073
1457,157190.957,8266018.066
1458,157192.331,8266033.233
1459,157197.727,8266092.125
1460,157206.340,8266186.111
1461,157411.235,8265998.267
1462,157358.626,8266004.695
1463,157331.519,8266006.227
1464,157276.724,8266011.502
1465,157842.639,8266046.285
1466,157856.842,8266157.155
1467,157746.414,8266096.697
1468,157738.306,8266012.597
1469,157732.600,8265963.313
1470,157751.332,8266161.110
1471,157788.015,8266157.016
1472,157795.859,8266156.537
1473,157728.937,8266097.986
1474,157693.915,8266101.703
1475,157759.567,8266251.234
1476,157707.755,8266255.648
1477,157778.003,8265960.143
1478,157498.806,8266317.679
1479,157497.922,8266304.054
1480,157487.454,8266184.534
1481,157645.297,8266304.314
1482,157590.318,8266308.958
1483,157528.035,8266315.013
1484,157642.009,8266261.440
1485,157545.796,8266245.639
1486,157540.252,8266179.913
1487,157468.529,8265987.440
1488,157461.088,8265988.458
1489,157589.870,8266244.776
1490,157580.757,8266147.173
1491,157579.207,8266131.354
1492,157628.695,8266262.459
1493,157695.939,8266127.088
1494,157695.358,8266122.232
1495,157689.424,8266055.355
1496,157682.831,8265983.047
1497,157681.106,8265968.556
1498,157642.927,8266125.366
1499,157660.765,8266123.690
1500,157627.610,8265973.342
1501,157598.013,8266128.327
1502,157624.213,8266126.315
1503,157577.678,8266111.701
1504,157575.759,8266090.123
1505,157567.321,8266000.108
1506,157565.633,8265978.939
1507,157533.894,8266116.061
1508,157530.165,8266075.751
1509,157521.505,8265982.359
1510,157472.446,8266023.432
1511,157689.515,8265967.234
1512,157580.060,8265977.011
1513,157597.550,8265975.831
1514,157609.657,8265975.007
1515,157161.940,8266528.488
1516,157162.092,8266532.854
1517,157158.391,8266425.889
1518,157115.805,8266449.200
1519,157121.543,8266533.874
1520,157121.948,8266542.427
1521,157074.520,8266458.336
1522,157081.610,8266544.664
1523,157039.259,8266546.692
1524,157037.987,8266527.597
1525,157032.009,8266452.708
1526,156986.641,8266457.973
1527,156989.794,8266531.563
1528,156990.870,8266549.978
1529,156947.086,8266554.334
1530,156946.635,8266534.143
1531,156944.650,8266462.241
1532,156903.272,8266558.367
1533,156903.480,8266546.370
1534,156900.686,8266466.697
1535,156899.648,8266443.822
1536,156855.796,8266447.435
1537,156856.819,8266468.413
1538,156859.794,8266542.090
1539,156860.453,8266562.318
1540,156814.368,8266452.086
1541,156815.161,8266465.907
1542,156818.170,8266549.846
1543,156818.542,8266565.047
1544,156771.507,8266456.080
1545,156772.709,8266470.692
1546,156776.047,8266548.371
1547,156776.721,8266568.916
1548,156727.631,8266459.383
1549,156729.297,8266486.537
1550,156732.863,8266546.506
1551,156692.348,8266482.910
1552,156696.015,8266550.003
1553,157142.621,8266541.366
1554,157162.584,8266540.180
1555,156824.325,8266449.871
1556,156736.715,8266457.931
1557,156748.353,8266457.161
1558,156656.309,8266455.069
1559,156653.351,8266421.261
1560,157655.854,8266349.337
1561,157659.174,8266380.897
1562,157668.425,8266380.044
1563,157724.798,8266455.439
1564,157572.237,8266499.759
1565,157564.397,8266403.319
1566,157563.557,8266379.489
1567,157618.147,8266496.809
1568,157605.506,8266353.265
1569,157288.238,8266394.036
1570,157387.758,8266384.370
1571,157482.384,8266375.395
1572,157563.282,8266357.092
1573,157488.952,8266374.749
1574,157490.277,8266501.269
1575,157485.517,8266454.589
1576,157486.416,8266446.696
1577,157675.758,8266538.719
1578,157583.908,8266653.932
1579,157582.362,8266642.752
1580,157907.117,8266710.850
1581,157878.704,8266668.509
1582,157228.287,8266522.858
1583,157224.007,8266476.718
1584,157222.987,8266452.628
1585,157240.587,8266674.999
1586,157231.677,8266583.849
1587,157292.187,8266669.159
1588,157285.537,8266580.019
1589,157343.447,8266663.209
1590,157397.707,8266658.539
1591,157331.657,8266523.899
1592,157451.057,8266653.899
1593,157381.977,8266518.649
1594,157280.057,8266530.319
1595,157272.537,8266446.878
1596,157322.789,8266442.849
1597,157375.665,8266438.898
1598,157440.197,8266514.649
1599,157714.773,8266347.965
1600,157824.398,8266338.688
1601,157876.558,8266335.099
1602,157443.477,8266557.879
1603,157489.827,8266554.219
1604,157497.407,8266649.669
1605,157504.697,8266648.859
1606,157553.637,8266644.889
1607,157584.687,8266642.579
1608,157630.957,8266637.799
1609,157622.297,8266544.199
1610,157684.607,8266631.619
1611,157739.748,8266626.519
1612,157733.478,8266464.279
1613,157777.468,8266525.409
1614,157784.668,8266533.729
1615,157791.248,8266621.289
1616,157806.080,8266620.087
1617,157805.798,8266543.949
1618,157849.786,8266616.557
1619,157320.823,8266751.126
1620,157191.543,8266683.815
1621,157325.013,8266810.456
1622,157205.102,8266860.996
1623,157202.452,8266821.206
1624,157518.923,8266755.906
1625,157603.785,8266749.548
1626,157636.333,8266830.136
1627,157328.213,8266851.016
1628,157472.353,8266799.726
1629,157521.673,8266795.866
1630,157437.966,8266882.376
1631,157281.033,8266814.166
1632,157240.183,8266817.876
1633,157330.883,8266891.406
1634,157207.832,8266901.936
1635,157421.063,8266663.536
1636,157463.223,8266660.956
1637,157569.034,8266651.594
1638,157512.053,8266656.116
1639,157525.733,8266876.486
1640,157650.463,8266868.226
1641,157603.093,8266747.596
1642,157733.198,8264736.887
1643,157731.407,8264737.383
1644,157729.251,8264736.547
1645,157681.578,8264732.547
1646,157677.631,8264732.220
1647,157629.628,8264728.667
1648,157627.649,8264729.917
1649,157625.679,8264728.378
1650,157836.888,8264742.077
1651,157837.549,8264734.037
1652,157836.248,8264733.927
1653,157836.245,8264745.369
1654,157557.418,8264930.657
1655,157820.363,8264950.121
1656,157573.678,8264740.317
1657,157707.698,8264709.237
1658,157703.434,8264707.894
1659,157702.318,8264720.217
1660,157404.821,8264491.702
1661,157456.928,8264496.447
1662,157508.388,8264500.767
1663,157534.288,8264503.257
1664,157591.478,8264507.547
1665,157563.328,8264506.107
1666,157602.602,8264708.498
1667,157397.237,8264498.996
1668,157397.918,8264491.207
1669,157555.846,8264505.556
1670,157713.287,8264523.552
1671,157706.518,8264719.777
1672,157700.999,8264707.417
1673,157399.838,8264491.287
PM.VRP.BRZ.001,157401.508,8264471.814
1675,157242.698,8263901.296
1676,157295.968,8263920.126
1677,157396.989,8263955.347
1678,157346.939,8263937.857
1679,157477.189,8263532.256
1680,157702.015,8264717.060
1681,157654.638,8264715.557
1682,157521.406,8263767.642
1683,157468.889,8263746.146
1684,157467.708,8263749.670
1685,157418.615,8263733.056
1686,157366.494,8263714.797
1687,157314.265,8263697.068
1688,157264.737,8263679.825
1689,157265.839,8263676.716
1690,157315.459,8263693.676
1691,157367.589,8263711.676
1692,157419.969,8263729.506
1693,157493.169,8263754.306
1694,157522.599,8263764.736
1695,157494.348,8263750.817
1696,157555.709,8263496.216
1697,157595.729,8263379.836
1698,157493.179,8263109.136
1699,157514.639,8263116.496
1700,157543.329,8263126.306
1701,157450.799,8263232.726
1702,157396.239,8263214.566
1703,157500.179,8263249.726
1704,157549.109,8263266.676
1705,157598.789,8263283.806
1706,157727.744,8263189.415
1707,157695.534,8263299.567
1708,157728.595,8263202.555
1709,157582.289,8264135.937
1710,157849.829,8263778.357
1711,157604.649,8263911.287
1712,157711.671,8263326.407
1713,157689.123,8263318.664
1714,157394.887,8263217.750
1715,157681.769,8263936.817
1716,157629.459,8263919.177
1717,157812.415,8263120.240
1718,157804.871,8263140.472
1719,157799.379,8263156.841
1720,157795.539,8263167.711
1721,157788.281,8263187.627
1722,157796.621,8263115.236
1723,157801.520,8263101.070
1724,157876.129,8263126.768
1725,157859.580,8263121.073
1726,157834.699,8263112.771
1727,157827.249,8263110.099
1728,157796.551,8263355.468
1729,157776.829,8263348.677
1730,157757.692,8263341.884
1731,157912.339,8263139.389
1732,157886.057,8263130.547
1733,157830.961,8263367.245
1734,157818.233,8263362.761
1735,157854.240,8263375.161
1736,157932.239,8263401.980
1737,157914.227,8263395.842
1738,158054.035,8263188.043
1739,158038.686,8263182.647
1740,157939.521,8263480.141
1741,157982.375,8263495.221
1742,157950.980,8263484.652
1743,157682.728,8263933.777
1744,157801.944,8263100.118
1745,157019.944,8265842.629
1746,157031.647,8265965.788
1747,156639.758,8264256.386
1748,156642.176,8264282.085
1749,156744.188,8263935.126
1750,157388.602,8264697.462
1751,157836.601,8264748.332
1752,157835.647,8264761.169
1753,157834.158,8264781.158
1754,157831.473,8264802.818
1755,157829.848,8264823.431
1756,157827.895,8264850.621
1757,157826.873,8264865.355
1758,157825.435,8264884.020
1759,157824.163,8264910.581
1760,157822.759,8264929.045
1761,157822.041,8264938.711
1762,157821.323,8264948.377
1763,157821.278,8264949.382
1764,157821.233,8264950.386
1765,157820.534,8264958.702
1766,157819.834,8264967.018
1767,157819.016,8264979.217
1768,157818.197,8264991.415
1769,157817.558,8265001.429
1770,157700.597,8264731.306
1771,156645.624,8265596.952
1772,156648.218,8265626.050
1773,157329.961,8265524.737
1774,157405.002,8265517.970
1775,157416.429,8265516.796
1776,157432.667,8265515.297
1777,157457.265,8265513.140
1778,157472.842,8265511.419
1779,157500.364,8265509.039
1780,157550.371,8265504.870
1781,157569.566,8265502.696
1782,157587.647,8265500.829
1783,157609.502,8265499.054
1784,157623.912,8265500.568
1785,157645.067,8265496.517
1786,157653.419,8265495.143
1787,157167.841,8265539.678
1788,157167.995,8265540.807
1789,157066.216,8265549.019
1790,157082.233,8265547.610
1791,157097.757,8265546.244
1792,157029.721,8264733.636
1793,157697.485,8266126.904
1794,157148.724,8265830.900
1795,156650.685,8265653.609
1796,156652.398,8265675.264
1797,156654.376,8265696.830
1798,156657.153,8265727.279
1799,156659.009,8265746.427
1800,156661.481,8265773.966
1801,156663.945,8265800.181
1802,156665.712,8265819.490
1803,156667.433,8265842.215
1804,156670.879,8265874.161
1805,156670.960,8265874.844
1806,156902.906,8264974.964
1807,156745.087,8265018.907
1808,156707.410,8264676.967
1809,157552.358,8264722.867
1810,157999.548,8263500.712
1811,156737.607,8263327.734
1812,156734.657,8263216.904
1813,156808.518,8263213.116
1814,156724.258,8263327.916
1816,157394.218,8264378.317
1817,156826.477,8265983.828
1818,156815.267,8265864.919
1819,156868.337,8265980.188
1820,156857.363,8265861.500
1821,156941.895,8265748.508
1822,157247.906,8265817.856
1823,157298.944,8265812.567
1824,157286.909,8265681.780
1825,157337.676,8265814.544
1826,157350.864,8265807.027
1827,157338.860,8265677.057
1828,156835.512,8264792.293
1829,156815.913,8264466.204
1830,157304.795,8263469.799
1831,157803.611,8263101.804
1832,158007.191,8263171.831
1833,157989.189,8263165.846
1834,157626.688,8264739.417
1835,157678.398,8264743.757
1836,157783.768,8264743.573
1837,157783.690,8264744.508
1838,157783.619,8264745.339
1839,157783.539,8264746.521
1840,157860.768,8265478.637
1841,157857.245,8265478.859
1842,157842.368,8265480.528
1843,157817.950,8265482.805
1844,157800.099,8265484.388
1845,157781.681,8265485.998
1846,157755.927,8265488.147
1847,157736.236,8265489.979
1848,157724.472,8265491.118
1849,157624.838,8265502.006
1850,157648.507,8265496.734
1851,157416.597,8265519.152
1852,157432.706,8265517.664
1853,157457.431,8265515.625
1854,157468.152,8265514.691
1855,157293.288,8265421.687
1856,157288.599,8265421.933
1857,157267.103,8265423.844
1858,157247.933,8265425.778
1859,157228.504,8265427.737
1860,157206.294,8265429.565
1861,157387.572,8265512.045
1862,157386.936,8265504.360
1863,157386.035,8265488.192
1864,157384.642,8265471.209
1865,157383.455,8265456.741
1866,157380.783,8265437.660
1867,157380.155,8265424.904
1868,157378.613,8265413.745
1869,157388.429,8265519.990
1870,157189.153,8265537.486
1871,157189.181,8265537.483
1872,157200.031,8265536.537
1873,157218.896,8265534.947
1874,157256.237,8265531.153
1875,157273.228,8265529.777
1876,157277.968,8265529.415
1877,157724.338,8265489.738
1878,157724.258,8265488.562
1879,157874.263,8265800.061
1880,157872.186,8265800.288
1881,157870.190,8265800.506
1882,157871.720,8265796.431
1883,157871.732,8265796.527
1884,157872.194,8265800.337
1885,157872.354,8265801.366
1886,157862.544,8265770.528
1887,157869.641,8265770.287
1888,157870.943,8265767.808
1889,157887.930,8265751.373
1890,157892.660,8265750.969
1891,156841.949,8265572.312
1892,156843.255,8265586.883
1893,156776.352,8265861.109
1894,156765.237,8265728.678
1895,157822.104,8264927.929
1896,157820.639,8264947.361
1897,157345.918,8264244.837
1898,157349.108,8264217.647
1899,157358.988,8264161.037
1900,157380.648,8264081.077
1901,157389.688,8264057.267
1902,157393.848,8264044.697
1903,157922.416,8263690.720
1904,157836.568,8263656.371
1905,157545.872,8263362.394
1906,157397.555,8263211.371
1907,157432.483,8263106.816
1908,157732.397,8263191.011
1909,157755.576,8263198.966
1910,157803.182,8263336.482
1911,157809.650,8263318.789
1912,157815.573,8263300.512
1913,157822.531,8263281.286
1914,157829.233,8263261.277
1915,157834.887,8263244.827
1916,157840.323,8263229.013
1917,157848.818,8263204.476
1918,157854.421,8263188.144
1919,157862.791,8263164.324
1920,157870.378,8263142.305
1921,157875.002,8263129.813
1922,157485.684,8266380.316
1923,157886.973,8265820.906
1924,157886.879,8265817.216
1925,157288.572,8266397.799
1927,157035.238,8265444.868
1928,156949.259,8265849.049
1929,156961.284,8265848.208
1930,156978.202,8265846.552
1931,157807.802,8266289.000
1932,157805.397,8266262.749
1933,157797.651,8266176.413
1934,156874.270,8265459.992
1935,157388.107,8266387.700
1936,156666.376,8266392.183
1937,156636.317,8266394.918
1938,158052.078,8263776.673
1939,157489.364,8266379.926
1940,158035.287,8263373.583
1941,158052.563,8263323.869
1942,158066.121,8263282.461
1943,157807.987,8263082.766
1944,157814.421,8263063.901
1945,157819.175,8263050.532
1946,157826.589,8263029.801
1947,157832.744,8263011.282
1948,158076.969,8263199.156
1949,156920.022,8265564.517
1950,157636.144,8264151.110
1951,156818.125,8264800.168
1952,156825.164,8263931.626
1953,156746.768,8263935.126
1954,156744.711,8263935.127
1955,156828.068,8264066.846
1956,156828.137,8264070.806
1957,157185.987,8266679.959
1958,157181.355,8266680.134
1959,156609.565,8262870.656
1960,156593.745,8262860.596
1961,156581.899,8262852.500
1962,156568.519,8262843.316
1963,156556.333,8262834.027
1964,156543.465,8262824.671
1965,156528.876,8262815.861
1966,156512.406,8262806.678
1967,156501.367,8262800.231
1968,156480.898,8262788.787
1969,156465.086,8262779.764
1970,156448.304,8262775.395
1971,157964.742,8264051.147
1972,157854.019,8264011.037
1973,157971.109,8264053.387
1974,157888.019,8264290.557
1975,158202.649,8263957.433
1976,158293.219,8263790.177
1977,158197.278,8263759.129
1978,158016.635,8263696.837
1979,156890.190,8264058.816
1980,156887.901,8263932.578
1981,156808.021,8263624.947
1982,156551.001,8263619.533
1983,156567.543,8263615.903
1984,156567.474,8263599.436
1985,156568.699,8263577.254
1986,156569.380,8263557.521
1987,156570.741,8263533.025
1988,156571.421,8263510.571
1989,156571.589,8263506.956
1990,156553.981,8263506.157
1991,156570.286,8263506.956
1992,156552.165,8263510.503
1993,156570.196,8263510.367
1994,156406.127,8263503.280
1995,156759.678,8264075.846
1996,156620.008,8264071.356
1997,156620.008,8264074.816
1998,156582.297,8263345.583
1999,156481.468,8263249.976
2000,156564.228,8263242.751
2001,156570.204,8263344.519
2002,156481.710,8263252.784
2003,156522.938,8264068.256
2004,156672.928,8264073.456
2005,156672.948,8264063.233
2006,156673.188,8263938.816
2007,156573.572,8263487.098
2008,157836.442,8264729.109
2009,157867.089,8264355.257
2010,156476.728,8264299.006
2011,157027.481,8264719.225
2012,157025.698,8264719.517
2013,157048.868,8264829.337
2014,157026.688,8264726.237
2015,157027.255,8264730.156
2016,157027.757,8264733.452
2017,156873.021,8265191.977
2018,156614.013,8264568.937
2019,156973.020,8264434.708
2020,156980.795,8264432.973
2021,157027.584,8264720.632
2022,156530.068,8264532.257
2023,156725.648,8264515.087
2024,156652.615,8264987.083
2025,156652.207,8264979.537
2026,156789.650,8264967.865
2027,157003.832,8264593.935
2028,157000.251,8264594.671
2029,157026.617,8264714.851
2030,157047.148,8264829.607
2031,157474.079,8266291.106
2032,157861.671,8266285.064
2033,157828.917,8266287.457
PM2.UDA.BRZ.003,157857.756,8266202.232
2035,157292.812,8266445.370
2036,157703.367,8266298.567
2037,157221.213,8266344.444
2038,157218.504,8266318.170
2039,157209.148,8266224.039
2040,157283.635,8266337.597
2041,157243.277,8266342.169
2042,157261.322,8266296.180
2043,157312.997,8266324.890
2044,157310.320,8266300.589
2045,157223.147,8266015.582
2046,156815.101,8266259.806
2047,156807.681,8266171.920
2048,156797.644,8266056.607
2049,156827.032,8266194.509
2050,156684.594,8266418.527
2051,156895.624,8266398.346
2052,156706.513,8266388.408
2053,157123.808,8266148.789
2054,157122.560,8266134.970
2055,157115.875,8266056.023
2056,157146.151,8266146.959
2057,157131.008,8266228.464
2058,157129.055,8266211.710
2059,157137.537,8266307.288
2060,157134.613,8266280.406
2061,157085.945,8266217.895
2062,157072.048,8266045.273
2063,156723.082,8265867.310
2064,156722.627,8265860.628
2065,157158.433,8265829.807
2066,157111.117,8265827.304
2067,157099.959,8265709.681
2068,157081.594,8265837.364
2069,156709.274,8265734.399
2071,156944.999,8265849.453
2072,156916.277,8265848.348
2073,156938.336,8265849.828
2074,156978.377,8265853.862
2075,156988.467,8265969.538
PM1.UDA.BRZ.001,156722.327,8265992.668
2077,156764.537,8265989.928
2078,156903.607,8265702.918
2079,156916.041,8265845.548
2080,156997.599,8265837.450
2081,156986.833,8265708.628
2082,156997.842,8265844.881
